,resale_price
36071,480000.0
36072,623000.0
36073,430000.0
36074,330000.0
36075,440000.0
36076,630000.0
36077,285000.0
36078,458000.0
36079,680000.0
36080,423000.0
36081,538000.0
36082,365000.0
36083,740000.0
36084,467000.0
36085,410000.0
36086,340000.0
36087,585000.0
36088,335000.0
36089,405000.0
36090,293000.0
36091,495000.0
36092,580000.0
36093,585000.0
36094,455000.0
36095,210000.0
36096,608000.0
36097,458000.0
36098,645000.0
36099,755000.0
36100,285000.0
36101,625000.0
36102,508888.0
36103,405000.0
36104,426000.0
36105,365000.0
36106,515000.0
36107,400000.0
36108,653000.0
36109,300000.0
36110,735000.0
36111,415000.0
36112,413000.0
36113,335000.0
36114,392000.0
36115,520000.0
36116,475000.0
36117,460000.0
36118,529888.0
36119,618000.0
36120,285000.0
36121,462000.0
36122,397000.0
36123,351000.0
36124,543000.0
36125,410000.0
36126,493000.0
36127,570000.0
36128,445000.0
36129,375000.0
36130,351000.0
36131,276888.0
36132,320000.0
36133,350000.0
36134,290000.0
36135,313000.0
36136,487500.0
36137,265000.0
36138,278000.0
36139,250000.0
36140,585000.0
36141,300000.0
36142,590000.0
36143,340000.0
36144,1010000.0
36145,399000.0
36146,376800.0
36147,368888.0
36148,490000.0
36149,320000.0
36150,398000.0
36151,348000.0
36152,700000.0
36153,455000.0
36154,360000.0
36155,412000.0
36156,485000.0
36157,325000.0
36158,388000.0
36159,411000.0
36160,308000.0
36161,540000.0
36162,575000.0
36163,463588.0
36164,426000.0
36165,398000.0
36166,438000.0
36167,325000.0
36168,300000.0
36169,338000.0
36170,395000.0
36171,490000.0
36172,328000.0
36173,330000.0
36174,265000.0
36175,333000.0
36176,310000.0
36177,375000.0
36178,332000.0
36179,430000.0
36180,405000.0
36181,390000.0
36182,475000.0
36183,523000.0
36184,435000.0
36185,442000.0
36186,215000.0
36187,660000.0
36188,435000.0
36189,328000.0
36190,530000.0
36191,615000.0
36192,625000.0
36193,260000.0
36194,245000.0
36195,610000.0
36196,368000.0
36197,662000.0
36198,370000.0
36199,500000.0
36200,462000.0
36201,360000.0
36202,505000.0
36203,710000.0
36204,460000.0
36205,540000.0
36206,568000.0
36207,290000.0
36208,358000.0
36209,490000.0
36210,615000.0
36211,438000.0
36212,472000.0
36213,655000.0
36214,255000.0
36215,350000.0
36216,360000.0
36217,370000.0
36218,327000.0
36219,530000.0
36220,583000.0
36221,380000.0
36222,390000.0
36223,435000.0
36224,365000.0
36225,445000.0
36226,595000.0
36227,380000.0
36228,445000.0
36229,518000.0
36230,655000.0
36231,267000.0
36232,288000.0
36233,438000.0
36234,430000.0
36235,900000.0
36236,515000.0
36237,420000.0
36238,370000.0
36239,320000.0
36240,372000.0
36241,565000.0
36242,460000.0
36243,605000.0
36244,488000.0
36245,525000.0
36246,525000.0
36247,495000.0
36248,348000.0
36249,206000.0
36250,274000.0
36251,399000.0
36252,460000.0
36253,362000.0
36254,560000.0
36255,360000.0
36256,460000.0
36257,410000.0
36258,658000.0
36259,250000.0
36260,355000.0
36261,330000.0
36262,315000.0
36263,410000.0
36264,525000.0
36265,342000.0
36266,430888.0
36267,820000.0
36268,460000.0
36269,399000.0
36270,360000.0
36271,325000.0
36272,395000.0
36273,316000.0
36274,700000.0
36275,378000.0
36276,358000.0
36277,560000.0
36278,397000.0
36279,360000.0
36280,500000.0
36281,329000.0
36282,245000.0
36283,630000.0
36284,318000.0
36285,316000.0
36286,410000.0
36287,300000.0
36288,500000.0
36289,500000.0
36290,433000.0
36291,500000.0
36292,385000.0
36293,485000.0
36294,300000.0
36295,850000.0
36296,415000.0
36297,410000.0
36298,235000.0
36299,371000.0
36300,492000.0
36301,318000.0
36302,430000.0
36303,540500.0
36304,297000.0
36305,280000.0
36306,335000.0
36307,299000.0
36308,440000.0
36309,425000.0
36310,440000.0
36311,345000.0
36312,506000.0
36313,488888.0
36314,407000.0
36315,575000.0
36316,272000.0
36317,538000.0
36318,253888.0
36319,450000.0
36320,283000.0
36321,340000.0
36322,655000.0
36323,408000.0
36324,315000.0
36325,460000.0
36326,490000.0
36327,344000.0
36328,468000.0
36329,178000.0
36330,220000.0
36331,375000.0
36332,342000.0
36333,420000.0
36334,380000.0
36335,416500.0
36336,352000.0
36337,720000.0
36338,930000.0
36339,400000.0
36340,572000.0
36341,480000.0
36342,575000.0
36343,327000.0
36344,500000.0
36345,340000.0
36346,368000.0
36347,680000.0
36348,445000.0
36349,405000.0
36350,416000.0
36351,490000.0
36352,455000.0
36353,945000.0
36354,365000.0
36355,435888.0
36356,345000.0
36357,310000.0
36358,688000.0
36359,375000.0
36360,618000.0
36361,258000.0
36362,300000.0
36363,495000.0
36364,392000.0
36365,260000.0
36366,255000.0
36367,485000.0
36368,550000.0
36369,365000.0
36370,435000.0
36371,470000.0
36372,570000.0
36373,285000.0
36374,380000.0
36375,265000.0
36376,353000.0
36377,713888.0
36378,535000.0
36379,446000.0
36380,445000.0
36381,680000.0
36382,508000.0
36383,410000.0
36384,536000.0
36385,542000.0
36386,675000.0
36387,165000.0
36388,603000.0
36389,433000.0
36390,355000.0
36391,439000.0
36392,320000.0
36393,695000.0
36394,423888.0
36395,285000.0
36396,385000.0
36397,535000.0
36398,665000.0
36399,430000.0
36400,700000.0
36401,350000.0
36402,343000.0
36403,528000.0
36404,235000.0
36405,335000.0
36406,540000.0
36407,313000.0
36408,455000.0
36409,288000.0
36410,358000.0
36411,395000.0
36412,470000.0
36413,498000.0
36414,300000.0
36415,453000.0
36416,268000.0
36417,298000.0
36418,348000.0
36419,245000.0
36420,321000.0
36421,520000.0
36422,678000.0
36423,490000.0
36424,425000.0
36425,300000.0
36426,725000.0
36427,260000.0
36428,280000.0
36429,410000.0
36430,350000.0
36431,390000.0
36432,428000.0
36433,770000.0
36434,725000.0
36435,710888.0
36436,405000.0
36437,440000.0
36438,310000.0
36439,490000.0
36440,530888.0
36441,368000.0
36442,460000.0
36443,470000.0
36444,398000.0
36445,595000.0
36446,370000.0
36447,361000.0
36448,288000.0
36449,465000.0
36450,260000.0
36451,315000.0
36452,418000.0
36453,570000.0
36454,390000.0
36455,330000.0
36456,502000.0
36457,538000.0
36458,586888.0
36459,510000.0
36460,625000.0
36461,520000.0
36462,350000.0
36463,800000.0
36464,700000.0
36465,391888.0
36466,278000.0
36467,400000.0
36468,405000.0
36469,297000.0
36470,488000.0
36471,420000.0
36472,565000.0
36473,392000.0
36474,325000.0
36475,403888.0
36476,335000.0
36477,535000.0
36478,395000.0
36479,450000.0
36480,450000.0
36481,410000.0
36482,943999.0
36483,286000.0
36484,315000.0
36485,605000.0
36486,347000.0
36487,420000.0
36488,711000.0
36489,258500.0
36490,365000.0
36491,488000.0
36492,385000.0
36493,575000.0
36494,290000.0
36495,680000.0
36496,422000.0
36497,345000.0
36498,295500.0
36499,205000.0
36500,888000.0
36501,540000.0
36502,760000.0
36503,350000.0
36504,272000.0
36505,330000.0
36506,645000.0
36507,355000.0
36508,435000.0
36509,740000.0
36510,340000.0
36511,958000.0
36512,295000.0
36513,523000.0
36514,330000.0
36515,443000.0
36516,195000.0
36517,685000.0
36518,446000.0
36519,468000.0
36520,500000.0
36521,425000.0
36522,373000.0
36523,245000.0
36524,635000.0
36525,425000.0
36526,350000.0
36527,430000.0
36528,395000.0
36529,270000.0
36530,495000.0
36531,377000.0
36532,315000.0
36533,510000.0
36534,680000.0
36535,250000.0
36536,530888.0
36537,440000.0
36538,290000.0
36539,380000.0
36540,441000.0
36541,454000.0
36542,440000.0
36543,450000.0
36544,262000.0
36545,530000.0
36546,425000.0
36547,345000.0
36548,492000.0
36549,543000.0
36550,468000.0
36551,325000.0
36552,483000.0
36553,356000.0
36554,590000.0
36555,345000.0
36556,430000.0
36557,350000.0
36558,308000.0
36559,270000.0
36560,570000.0
36561,556800.0
36562,405000.0
36563,480000.0
36564,295000.0
36565,801000.0
36566,645000.0
36567,400000.0
36568,450000.0
36569,353000.0
36570,354000.0
36571,400000.0
36572,295000.0
36573,500000.0
36574,410000.0
36575,690000.0
36576,340000.0
36577,782000.0
36578,720000.0
36579,800000.0
36580,280000.0
36581,420000.0
36582,290000.0
36583,474000.0
36584,640000.0
36585,465000.0
36586,438000.0
36587,430000.0
36588,365000.0
36589,415000.0
36590,341000.0
36591,438000.0
36592,682000.0
36593,320000.0
36594,320000.0
36595,248000.0
36596,495000.0
36597,345000.0
36598,240000.0
36599,395000.0
36600,541000.0
36601,385000.0
36602,459988.0
36603,365000.0
36604,430000.0
36605,480000.0
36606,729000.0
36607,425000.0
36608,315000.0
36609,255000.0
36610,400000.0
36611,355000.0
36612,415000.0
36613,400000.0
36614,370000.0
36615,800000.0
36616,400000.0
36617,598000.0
36618,610000.0
36619,475000.0
36620,580000.0
36621,270000.0
36622,285000.0
36623,560000.0
36624,415000.0
36625,486000.0
36626,440000.0
36627,428000.0
36628,350000.0
36629,380388.0
36630,475000.0
36631,439000.0
36632,370000.0
36633,266000.0
36634,850000.0
36635,440000.0
36636,488000.0
36637,360000.0
36638,448888.0
36639,628000.0
36640,280000.0
36641,425000.0
36642,550000.0
36643,436888.0
36644,338000.0
36645,378000.0
36646,390000.0
36647,275000.0
36648,340000.0
36649,250000.0
36650,490000.0
36651,330000.0
36652,500000.0
36653,520000.0
36654,360000.0
36655,391888.0
36656,178000.0
36657,370000.0
36658,550000.0
36659,460000.0
36660,286000.0
36661,472000.0
36662,370000.0
36663,245000.0
36664,479000.0
36665,430000.0
36666,293000.0
36667,339000.0
36668,368000.0
36669,510000.0
36670,335000.0
36671,820000.0
36672,335000.0
36673,486000.0
36674,760000.0
36675,470000.0
36676,315000.0
36677,463000.0
36678,308000.0
36679,540000.0
36680,373000.0
36681,358000.0
36682,618000.0
36683,420000.0
36684,260000.0
36685,380000.0
36686,365000.0
36687,385000.0
36688,500000.0
36689,305000.0
36690,275000.0
36691,250000.0
36692,700000.0
36693,438000.0
36694,620888.0
36695,415000.0
36696,545000.0
36697,493000.0
36698,670000.0
36699,775000.0
36700,423000.0
36701,340000.0
36702,330000.0
36703,280000.0
36704,568000.0
36705,350000.0
36706,390000.0
36707,205000.0
36708,860000.0
36709,260000.0
36710,508888.0
36711,475000.0
36712,310000.0
36713,220000.0
36714,315000.0
36715,378000.0
36716,365000.0
36717,800000.0
36718,435000.0
36719,480000.0
36720,500000.0
36721,400000.0
36722,380000.0
36723,588000.0
36724,522000.0
36725,668000.0
36726,430000.0
36727,421000.0
36728,321000.0
36729,725000.0
36730,670000.0
36731,516000.0
36732,450000.0
36733,420000.0
36734,500000.0
36735,568000.0
36736,310000.0
36737,510000.0
36738,270000.0
36739,400000.0
36740,460000.0
36741,418000.0
36742,595000.0
36743,425000.0
36744,490000.0
36745,318000.0
36746,316000.0
36747,400000.0
36748,240000.0
36749,250000.0
36750,330000.0
36751,250000.0
36752,478000.0
36753,577000.0
36754,460000.0
36755,325000.0
36756,348000.0
36757,435000.0
36758,470000.0
36759,450000.0
36760,400000.0
36761,435000.0
36762,542000.0
36763,515000.0
36764,742000.0
36765,706000.0
36766,628000.0
36767,380000.0
36768,238000.0
36769,435000.0
36770,600000.0
36771,212200.0
36772,422000.0
36773,470000.0
36774,365000.0
36775,570000.0
36776,325000.0
36777,380000.0
36778,415000.0
36779,285000.0
36780,408000.0
36781,485000.0
36782,545000.0
36783,332000.0
36784,435000.0
36785,618000.0
36786,420000.0
36787,838000.0
36788,830000.0
36789,319888.0
36790,395000.0
36791,408888.0
36792,336000.0
36793,610000.0
36794,475000.0
36795,370000.0
36796,595000.0
36797,352000.0
36798,505000.0
36799,530000.0
36800,405000.0
36801,370000.0
36802,290000.0
36803,468000.0
36804,375000.0
36805,325000.0
36806,270000.0
36807,429000.0
36808,430000.0
36809,462000.0
36810,400000.0
36811,304000.0
36812,424000.0
36813,400000.0
36814,268888.0
36815,484800.0
36816,264000.0
36817,280000.0
36818,256000.0
36819,480000.0
36820,570888.0
36821,306000.0
36822,340000.0
36823,280000.0
36824,292000.0
36825,385000.0
36826,380000.0
36827,565000.0
36828,248000.0
36829,312000.0
36830,360000.0
36831,530000.0
36832,559800.0
36833,570000.0
36834,450000.0
36835,550000.0
36836,388000.0
36837,550000.0
36838,433000.0
36839,412000.0
36840,805000.0
36841,412000.0
36842,435000.0
36843,306000.0
36844,340000.0
36845,400000.0
36846,350000.0
36847,321000.0
36848,285000.0
36849,380000.0
36850,555000.0
36851,375000.0
36852,590000.0
36853,407000.0
36854,610000.0
36855,315000.0
36856,395000.0
36857,278000.0
36858,459000.0
36859,602000.0
36860,450000.0
36861,410000.0
36862,720000.0
36863,900000.0
36864,462000.0
36865,359000.0
36866,283000.0
36867,550000.0
36868,450000.0
36869,315000.0
36870,358000.0
36871,675899.0
36872,413888.0
36873,370000.0
36874,675000.0
36875,565000.0
36876,345000.0
36877,485000.0
36878,440000.0
36879,430000.0
36880,873000.0
36881,700000.0
36882,395000.0
36883,268000.0
36884,465000.0
36885,388000.0
36886,535000.0
36887,350000.0
36888,680000.0
36889,425000.0
36890,255000.0
36891,802000.0
36892,640000.0
36893,888000.0
36894,440000.0
36895,338000.0
36896,508000.0
36897,642000.0
36898,465000.0
36899,375000.0
36900,708000.0
36901,695000.0
36902,360000.0
36903,555000.0
36904,418000.0
36905,370000.0
36906,332000.0
36907,312000.0
36908,560000.0
36909,370000.0
36910,358000.0
36911,313000.0
36912,450000.0
36913,510000.0
36914,750000.0
36915,420000.0
36916,478000.0
36917,408000.0
36918,478000.0
36919,585000.0
36920,660000.0
36921,333000.0
36922,295000.0
36923,468000.0
36924,665000.0
36925,615000.0
36926,690000.0
36927,280000.0
36928,455000.0
36929,630000.0
36930,315000.0
36931,395000.0
36932,345000.0
36933,330000.0
36934,307000.0
36935,458000.0
36936,375000.0
36937,318000.0
36938,353000.0
36939,365000.0
36940,380000.0
36941,505000.0
36942,738000.0
36943,418000.0
36944,350000.0
36945,285000.0
36946,423000.0
36947,415000.0
36948,360000.0
36949,360000.0
36950,440000.0
36951,218000.0
36952,623800.0
36953,430000.0
36954,602000.0
36955,301000.0
36956,690000.0
36957,655000.0
36958,309000.0
36959,772000.0
36960,412000.0
36961,500000.0
36962,310000.0
36963,556500.0
36964,430000.0
36965,420888.0
36966,405000.0
36967,370000.0
36968,322888.0
36969,306000.0
36970,272000.0
36971,345000.0
36972,815000.0
36973,340000.0
36974,370000.0
36975,415000.0
36976,403000.0
36977,394188.0
36978,368000.0
36979,450000.0
36980,471000.0
36981,420000.0
36982,540000.0
36983,293000.0
36984,455000.0
36985,340000.0
36986,370000.0
36987,715000.0
36988,435000.0
36989,310000.0
36990,560000.0
36991,720000.0
36992,350000.0
36993,396000.0
36994,505000.0
36995,368000.0
36996,290000.0
36997,335000.0
36998,582000.0
36999,520000.0
37000,372000.0
37001,325000.0
37002,420000.0
37003,235000.0
37004,560000.0
37005,505000.0
37006,735000.0
37007,560000.0
37008,230000.0
37009,268000.0
37010,770000.0
37011,345000.0
37012,600000.0
37013,288000.0
37014,475000.0
37015,515000.0
37016,310000.0
37017,488000.0
37018,300000.0
37019,548888.0
37020,363800.0
37021,608000.0
37022,670000.0
37023,710000.0
37024,300000.0
37025,265000.0
37026,277000.0
37027,840000.0
37028,245000.0
37029,330000.0
37030,655000.0
37031,385000.0
37032,700000.0
37033,428000.0
37034,470000.0
37035,265000.0
37036,418000.0
37037,430000.0
37038,370888.0
37039,260000.0
37040,976666.0
37041,625000.0
37042,188000.0
37043,520000.0
37044,248000.0
37045,375000.0
37046,308000.0
37047,408000.0
37048,310000.0
37049,500000.0
37050,260000.0
37051,510000.0
37052,280000.0
37053,260000.0
37054,555000.0
37055,580000.0
37056,452000.0
37057,363000.0
37058,585888.0
37059,348000.0
37060,422000.0
37061,355000.0
37062,448000.0
37063,709000.0
37064,357000.0
37065,500000.0
37066,451000.0
37067,559000.0
37068,528000.0
37069,435000.0
37070,495000.0
37071,425000.0
37072,410000.0
37073,395000.0
37074,458888.0
37075,430000.0
37076,452000.0
37077,575000.0
37078,285000.0
37079,960000.0
37080,323888.0
37081,438000.0
37082,305000.0
37083,542800.0
37084,345000.0
37085,588000.0
37086,288000.0
37087,453000.0
37088,305000.0
37089,483500.0
37090,440000.0
37091,480000.0
37092,418000.0
37093,422500.0
37094,550000.0
37095,532000.0
37096,295000.0
37097,568000.0
37098,468000.0
37099,240000.0
37100,377000.0
37101,300000.0
37102,524000.0
37103,650000.0
37104,300000.0
37105,570000.0
37106,548000.0
37107,280000.0
37108,280000.0
37109,470000.0
37110,278000.0
37111,320000.0
37112,310000.0
37113,393000.0
37114,514000.0
37115,495000.0
37116,260000.0
37117,618000.0
37118,315000.0
37119,607000.0
37120,350000.0
37121,615000.0
37122,449000.0
37123,458888.0
37124,437000.0
37125,375000.0
37126,405000.0
37127,500000.0
37128,328000.0
37129,495000.0
37130,1050000.0
37131,680000.0
37132,230000.0
37133,408000.0
37134,490000.0
37135,545000.0
37136,360000.0
37137,354000.0
37138,295000.0
37139,463000.0
37140,795000.0
37141,450000.0
37142,300000.0
37143,415000.0
37144,500000.0
37145,382000.0
37146,395000.0
37147,445000.0
37148,338000.0
37149,320000.0
37150,495000.0
37151,348000.0
37152,550000.0
37153,632000.0
37154,290000.0
37155,417000.0
37156,310000.0
37157,473000.0
37158,480000.0
37159,256888.0
37160,645000.0
37161,445000.0
37162,548000.0
37163,440000.0
37164,355000.0
37165,500000.0
37166,360000.0
37167,423000.0
37168,352000.0
37169,430000.0
37170,628000.0
37171,440000.0
37172,338000.0
37173,355000.0
37174,488000.0
37175,373000.0
37176,335000.0
37177,448000.0
37178,466000.0
37179,550000.0
37180,245000.0
37181,357000.0
37182,500000.0
37183,510000.0
37184,639000.0
37185,395000.0
37186,430000.0
37187,571000.0
37188,498000.0
37189,295000.0
37190,527000.0
37191,740000.0
37192,488000.0
37193,439000.0
37194,325000.0
37195,365000.0
37196,360000.0
37197,525000.0
37198,323000.0
37199,370000.0
37200,480000.0
37201,431000.0
37202,652888.0
37203,495000.0
37204,500000.0
37205,425000.0
37206,420000.0
37207,430888.0
37208,460000.0
37209,598000.0
37210,585000.0
37211,365000.0
37212,682000.0
37213,528000.0
37214,515000.0
37215,290000.0
37216,450000.0
37217,596000.0
37218,437000.0
37219,290000.0
37220,410000.0
37221,285000.0
37222,502000.0
37223,510000.0
37224,380000.0
37225,765000.0
37226,333000.0
37227,355000.0
37228,450000.0
37229,420000.0
37230,472000.0
37231,380000.0
37232,675000.0
37233,458888.0
37234,408000.0
37235,418000.0
37236,740000.0
37237,406000.0
37238,265000.0
37239,325000.0
37240,455000.0
37241,490000.0
37242,328000.0
37243,315000.0
37244,320000.0
37245,310000.0
37246,757000.0
37247,520000.0
37248,550000.0
37249,822000.0
37250,370000.0
37251,457000.0
37252,430000.0
37253,430000.0
37254,355000.0
37255,305000.0
37256,281088.0
37257,465000.0
37258,625000.0
37259,715188.0
37260,633000.0
37261,465000.0
37262,460000.0
37263,318000.0
37264,680000.0
37265,325000.0
37266,515000.0
37267,620000.0
37268,250000.0
37269,280000.0
37270,297000.0
37271,375000.0
37272,345000.0
37273,455000.0
37274,400000.0
37275,688000.0
37276,340000.0
37277,835000.0
37278,272000.0
37279,630000.0
37280,316000.0
37281,335000.0
37282,605000.0
37283,271000.0
37284,562000.0
37285,678000.0
37286,470000.0
37287,470000.0
37288,410000.0
37289,400000.0
37290,285000.0
37291,290000.0
37292,381000.0
37293,430000.0
37294,375000.0
37295,288000.0
37296,402000.0
37297,425000.0
37298,569000.0
37299,246000.0
37300,318000.0
37301,550000.0
37302,525000.0
37303,425000.0
37304,460000.0
37305,638000.0
37306,262000.0
37307,395000.0
37308,299000.0
37309,485000.0
37310,434000.0
37311,599000.0
37312,320000.0
37313,320000.0
37314,615000.0
37315,483000.0
37316,227000.0
37317,410000.0
37318,425000.0
37319,885000.0
37320,668000.0
37321,560000.0
37322,405000.0
37323,398000.0
37324,420000.0
37325,435000.0
37326,355000.0
37327,322000.0
37328,338000.0
37329,268000.0
37330,685000.0
37331,348000.0
37332,322000.0
37333,425000.0
37334,465000.0
37335,278000.0
37336,320000.0
37337,490000.0
37338,505000.0
37339,556168.0
37340,450000.0
37341,267000.0
37342,388800.0
37343,500000.0
37344,444000.0
37345,503888.0
37346,725000.0
37347,420000.0
37348,473000.0
37349,700000.0
37350,295000.0
37351,875000.0
37352,1080000.0
37353,490000.0
37354,435000.0
37355,230000.0
37356,320000.0
37357,430000.0
37358,350000.0
37359,307000.0
37360,496000.0
37361,260000.0
37362,325000.0
37363,372000.0
37364,450000.0
37365,570000.0
37366,232000.0
37367,410000.0
37368,420000.0
37369,320000.0
37370,444000.0
37371,445000.0
37372,372000.0
37373,285000.0
37374,425000.0
37375,450000.0
37376,830000.0
37377,375000.0
37378,309000.0
37379,550000.0
37380,495000.0
37381,408000.0
37382,535000.0
37383,560000.0
37384,330000.0
37385,288000.0
37386,400000.0
37387,388000.0
37388,201388.0
37389,422000.0
37390,395000.0
37391,340000.0
37392,618000.0
37393,717000.0
37394,380000.0
37395,350000.0
37396,630000.0
37397,520000.0
37398,318000.0
37399,350000.0
37400,398000.0
37401,385000.0
37402,360000.0
37403,422000.0
37404,380000.0
37405,388000.0
37406,280888.0
37407,478000.0
37408,390000.0
37409,880000.0
37410,450000.0
37411,558000.0
37412,315000.0
37413,336000.0
37414,440000.0
37415,283000.0
37416,360000.0
37417,348000.0
37418,330000.0
37419,350000.0
37420,455000.0
37421,955000.0
37422,320000.0
37423,695000.0
37424,532000.0
37425,300000.0
37426,310000.0
37427,288000.0
37428,583000.0
37429,330000.0
37430,445000.0
37431,368000.0
37432,428000.0
37433,282000.0
37434,420000.0
37435,550000.0
37436,286000.0
37437,688000.0
37438,690000.0
37439,738000.0
37440,265000.0
37441,293000.0
37442,506800.0
37443,428000.0
37444,700000.0
37445,435000.0
37446,420000.0
37447,357800.0
37448,350000.0
37449,445000.0
37450,268000.0
37451,608000.0
37452,239000.0
37453,400000.0
37454,760000.0
37455,412000.0
37456,812000.0
37457,488000.0
37458,455000.0
37459,328000.0
37460,352000.0
37461,313000.0
37462,270000.0
37463,520000.0
37464,326888.0
37465,451000.0
37466,435000.0
37467,768000.0
37468,320000.0
37469,422000.0
37470,570000.0
37471,270000.0
37472,640000.0
37473,520000.0
37474,482000.0
37475,580000.0
37476,338000.0
37477,303000.0
37478,315000.0
37479,548000.0
37480,336000.0
37481,322000.0
37482,430000.0
37483,395000.0
37484,360000.0
37485,419888.0
37486,506888.0
37487,429000.0
37488,560000.0
37489,560000.0
37490,400000.0
37491,390000.0
37492,420888.0
37493,358000.0
37494,646888.0
37495,1063888.0
37496,312000.0
37497,227000.0
37498,350000.0
37499,300000.0
37500,480000.0
37501,440000.0
37502,395000.0
37503,405000.0
37504,726000.0
37505,520000.0
37506,760000.0
37507,575000.0
37508,240000.0
37509,480000.0
37510,427000.0
37511,478800.0
37512,806000.0
37513,558000.0
37514,315000.0
37515,700000.0
37516,280000.0
37517,298000.0
37518,508000.0
37519,755000.0
37520,530000.0
37521,380000.0
37522,430000.0
37523,310000.0
37524,480000.0
37525,335000.0
37526,556000.0
37527,590000.0
37528,820000.0
37529,416888.0
37530,350000.0
37531,430000.0
37532,310000.0
37533,778000.0
37534,300000.0
37535,290000.0
37536,365000.0
37537,320000.0
37538,540000.0
37539,517000.0
37540,338000.0
37541,595000.0
37542,333000.0
37543,768888.0
37544,485000.0
37545,355000.0
37546,285000.0
37547,320000.0
37548,283000.0
37549,300000.0
37550,480000.0
37551,310000.0
37552,466000.0
37553,550000.0
37554,465000.0
37555,370000.0
37556,480000.0
37557,308000.0
37558,498000.0
37559,380000.0
37560,640000.0
37561,270000.0
37562,438000.0
37563,418000.0
37564,639000.0
37565,393000.0
37566,875000.0
37567,470000.0
37568,765000.0
37569,318000.0
37570,385000.0
37571,400000.0
37572,580000.0
37573,480000.0
37574,462500.0
37575,348000.0
37576,695000.0
37577,570000.0
37578,358000.0
37579,385000.0
37580,305000.0
37581,260000.0
37582,448000.0
37583,306000.0
37584,390000.0
37585,512000.0
37586,385000.0
37587,460000.0
37588,525000.0
37589,558000.0
37590,345000.0
37591,430000.0
37592,348000.0
37593,880000.0
37594,305000.0
37595,548000.0
37596,410000.0
37597,360000.0
37598,802000.0
37599,302000.0
37600,472000.0
37601,325000.0
37602,378000.0
37603,330000.0
37604,510000.0
37605,398000.0
37606,610000.0
37607,638888.0
37608,400000.0
37609,353000.0
37610,472000.0
37611,510000.0
37612,580000.0
37613,670888.0
37614,530000.0
37615,730000.0
37616,510000.0
37617,615000.0
37618,375000.0
37619,415000.0
37620,838000.0
37621,430000.0
37622,520000.0
37623,370000.0
37624,243000.0
37625,350000.0
37626,293000.0
37627,515000.0
37628,459000.0
37629,398000.0
37630,445000.0
37631,360000.0
37632,360000.0
37633,295000.0
37634,410000.0
37635,425000.0
37636,437000.0
37637,580000.0
37638,451000.0
37639,400000.0
37640,306000.0
37641,340000.0
37642,320000.0
37643,304444.0
37644,330000.0
37645,496000.0
37646,518000.0
37647,435000.0
37648,290000.0
37649,519000.0
37650,560000.0
37651,550000.0
37652,680000.0
37653,358000.0
37654,551000.0
37655,420000.0
37656,275000.0
37657,397000.0
37658,495000.0
37659,450000.0
37660,305000.0
37661,280000.0
37662,295000.0
37663,425000.0
37664,410000.0
37665,298000.0
37666,320000.0
37667,520000.0
37668,425000.0
37669,308888.0
37670,260000.0
37671,553000.0
37672,550000.0
37673,430000.0
37674,665000.0
37675,333000.0
37676,530000.0
37677,620000.0
37678,465000.0
37679,940000.0
37680,400000.0
37681,260000.0
37682,350000.0
37683,572000.0
37684,490000.0
37685,777000.0
37686,888888.0
37687,275000.0
37688,340000.0
37689,200000.0
37690,335000.0
37691,425000.0
37692,333000.0
37693,530000.0
37694,300000.0
37695,285000.0
37696,318000.0
37697,543000.0
37698,280000.0
37699,415000.0
37700,453000.0
37701,315000.0
37702,321000.0
37703,535000.0
37704,460000.0
37705,658000.0
37706,530000.0
37707,335000.0
37708,500000.0
37709,410000.0
37710,310000.0
37711,460000.0
37712,668000.0
37713,425000.0
37714,510000.0
37715,415000.0
37716,623000.0
37717,305000.0
37718,415000.0
37719,300000.0
37720,240000.0
37721,335000.0
37722,485000.0
37723,480000.0
37724,484000.0
37725,515000.0
37726,458000.0
37727,310000.0
37728,588000.0
37729,900000.0
37730,345000.0
37731,490000.0
37732,365000.0
37733,465000.0
37734,788888.0
37735,343000.0
37736,385000.0
37737,700000.0
37738,350000.0
37739,310000.0
37740,650000.0
37741,750000.0
37742,680000.0
37743,289000.0
37744,445000.0
37745,480000.0
37746,384000.0
37747,430000.0
37748,750000.0
37749,295000.0
37750,400000.0
37751,537000.0
37752,305000.0
37753,448000.0
37754,333000.0
37755,510000.0
37756,600000.0
37757,230000.0
37758,475000.0
37759,295000.0
37760,293000.0
37761,758000.0
37762,530000.0
37763,385000.0
37764,385000.0
37765,378000.0
37766,706888.0
37767,281000.0
37768,710000.0
37769,652000.0
37770,508000.0
37771,498000.0
37772,370000.0
37773,268500.0
37774,350888.0
37775,530000.0
37776,420000.0
37777,515000.0
37778,455000.0
37779,256000.0
37780,513500.0
37781,470000.0
37782,392000.0
37783,840000.0
37784,330000.0
37785,420000.0
37786,390000.0
37787,250000.0
37788,448000.0
37789,420000.0
37790,453000.0
37791,495000.0
37792,510000.0
37793,430000.0
37794,375000.0
37795,562000.0
37796,298000.0
37797,363000.0
37798,315000.0
37799,518888.0
37800,373000.0
37801,708888.0
37802,200000.0
37803,557000.0
37804,404000.0
37805,299888.0
37806,705000.0
37807,308888.0
37808,705000.0
37809,385000.0
37810,290000.0
37811,580000.0
37812,418000.0
37813,285000.0
37814,258000.0
37815,378000.0
37816,565000.0
37817,478000.0
37818,390000.0
